,Published Date,Story Name,Story,Author
298,2019-12-03T19:00:05+0000,An Opening in the Fence,"The day we buried our father, the eccentric neighbor who had terrified us as children appeared at our mother’s door. He grunted condolences with a shake of his head: “A good man, a bloody good man.” As our mother’s billowing grief subsided over the years, we noticed that a section of the fence between her yard and his had disappeared. A path developed. For two decades, that path mapped the unlikeliest of friendships and led to a quiet, unexpected love. Our neighbor won’t walk that path again. Our mother grieves for another bloody good man. — Kate Murphy",Kate Murphy
299,2019-11-26T18:51:15+0000,Six Pies. One Acrylic Nail.,"When I remember my mother, I think of Thanksgiving: a sweltering kitchen, flour coated counters, piercing laughter through coffee-stained teeth and pies galore. I think of one year when — after hours of work involving every fruit imaginable — my mother noticed she had lost a chipped acrylic nail. It must be in a pie, we surmised. “Should we still serve them?” I asked nervously. “We could … ” my mother said. She’s gone now, but when I remember her, I think of the woman who threw away six tasty pies and baked six more — this time, wearing gloves. — Emily Varga",Emily Varga
300,2019-11-26T18:51:15+0000,Don’t Blame This on Mercury,"We were sitting on his memory-foam mattress when he admitted to being a bad boyfriend. “The moon is pulling different elements of my sign,” he said. “It’s mercury in retrograde,” he said. A feeling of dread crept into my throat and held it closed. I wondered why the moon had never pulled me away from him. I looked up and saw a shiny ripped condom wrapper on his nightstand. It wasn’t ours. Was it a sign? I silently got up and left because I had my own two feet and nothing in the universe could stop me. — Laurel Kho",Laurel Kho
301,2019-11-26T18:51:15+0000,Giving Thanks,"The day before Thanksgiving, snow was on the ground. Opening my downstairs door, I heard a painful cry. A young calico cat with a bleeding paw looked up. What to do? I’d spent my life helping stray animals. But my boyfriend would get angry if I brought her home, putting our four cats at risk. Hating myself, I closed the door and climbed the stairs. A while later, my boyfriend unlocked our door, calling out that we had a problem. He had rescued the cat I had turned away. I knew I’d chosen the right man. We named her Esmeralda. — Susan Patterson",Susan Patterson
302,2019-11-26T18:51:15+0000,This Is How Your Life Changes,"She was on top of me in the 3 a.m. darkness. I held her in my arms. She was staring down at me. “Do you love me?” I said. “Yes.” “How much?” “Much, too much.” I looked up at her, at her burning eyes and blonde hair, wild and silhouetted against the muted whiteness of the ceiling. “Me too,” I said. Beginning an affair, I knew I was at the edge, right at the very edge. What the hell, I thought, and I let myself go across. At that moment, I knew my life would never be the same. — Richard Gross",Richard Gross
303,2019-11-19T19:30:08+0000,Water Rushing Beneath Us,"The sign read: Cross Ford at Your Own Risk. “What’s a ford?” I asked. “A low water bridge,” you said, slowing the car. The ford was submerged, but you drove onto it and opened your door. Water rushed beneath the car. “Open yours,” you said. I sat, frozen. You laughed. I opened the door an inch, then more. “Now listen.” The sound of the creek filled the car. I breathed in wet grass, mud, dead leaves. I reached down and let the water run through my fingertips. Life with you, I knew, would be different. — Jessica Braun",Jessica Braun
304,2019-11-19T19:30:08+0000,Something to Give,"The last time I saw my grandma, she had no idea who I was. She’d lost everything: her memories, her laugh, her weight. She’d shiver, constantly. “Cold,” she’d whisper. “Cold.” I kept trying to give her a blanket, but she’d panic every time and hand it back to me. We repeated this until, finally, she used all her energy to reach out and wrap the blanket around me. For the first time, she relaxed, smiled — perfectly content as she shivered. Even with everything taken from her, she found something to give. — Julia Camp",Julia Camp
305,2019-11-19T19:30:08+0000,It Could Have Been a Romantic Tragedy,"The movie wasn’t a romantic tragedy, but the date almost was. Jane looked up and smiled as I slid past her, with a tub of popcorn in one hand and a soda in the other. I slipped, dropping all of the popcorn on her head. Everyone in the theater gasped. Time seemed to stop. I was at a loss for words. I blurted out, “Would you like some soda with our popcorn?” She stared up slack-jawed, then burst out laughing. It was then that our story changed from romantic tragedy to romantic comedy. — Marty Hafner",Marty Hafner
306,2019-11-19T19:30:08+0000,It’s O.K. to Feel Fear,"My daughter couldn’t fall asleep because she was scared. Nothing helped — not the backrub or child valerian drops or my assurance of no monsters. She spiraled into hiccuping sobs. I pleaded, “Honey, everyone’s scared of something.” “No! You’re not scared of anything.” “I am!” “What are you scared of?” I tried to think of some comforting half-truth. “See? You’re not scared of anything!” “I am,” I whispered. “I’m scared … of getting old … and my anger. And consumerism, stupidity, children without attention spans, distracted drivers and — ” “O.K., have good dreams, Mama.” She turned and fell asleep. — Karen Rizzo",Karen Rizzo
307,2019-11-12T18:43:41+0000,Finding a Date in Divorce Group,"In Massachusetts, if you’re divorcing and have children under 18, you must complete a parenting program. For five Wednesday nights, my friend and I were buzzed into the local middle school, where we sat at small desks among other newly single parents: the crying blonde in scrubs, the angry landscaper, the excited executive. I brought gin in an orange Nalgene bottle. He hadn’t eaten for days. On the night I saw my son’s geography project propped up on the classroom radiator, we kissed behind the clothing donation bin, and I thought I would die of grief and hope. — Bethany Dorau",Bethany Dorau
308,2019-11-12T18:43:41+0000,Regaining Her Words,"My 85-year-old mother was trying to regain her ability to speak after a stroke. I brought family photographs to the hospital. I’d say the names of loved ones, and she would attempt to repeat them. After days of frustration, she began to correctly, proudly and loudly say the names when the photographs were produced. One day she started humming the tune of an old nursery rhyme, and I joined her in recalling the words. A nurse came to the door and asked what we were doing. My mother smiled and said, “We … are doing … love.” — Tracy Siani",Tracy Siani
309,2019-11-12T18:43:41+0000,The Prairie Dog of My Dreams,"When I was young, my dreams often featured snippets of prairie dogs; they would appear intermittently, like commercial breaks. It was strange, but that’s how my dreams played. In my 20s, I found myself talking until dawn with my roommate, Ken. One night, a silly question came up: “If you could be any animal, what would you be?” “A prairie dog,” Ken said. After that conversation, the commercial breaks went dark. Thirty years later, I’m still married to the man (or prairie dog) of my dreams. — Ava Chinn",Ava Chinn
310,2019-11-12T18:43:41+0000,A Flicker Becomes a Flame,"It was a classic boy-meets-girl-meets-candles scenario: We met in a bar, and the bar had a lot of candles. “Pretty dark in here,” I said. “Mind if I grab a candle?” “Sure,” she said. I put one on our table. A minute passed. Then she said, “Hmm, still pretty dark, isn’t it?” I nodded. She grabbed another. More time passed. I said, “Gosh, it’s still pretty dark in here, right?” She nodded, sagely. By midnight, our table had 14 candles. Then we kissed. — Daniel Caprera",Daniel Caprera
